CityName,WarehouseName,Particulars,Jun-23,Aug-23,Jul-23
"Indore","MP-INDB-1","Opsmargin % ","0.119258626267253","0.604465894164713","-5.99955276370515E-16"
"Indore","MP-INDB-10","totalCustomer","1","1","1"
"Indore","MP-INDB-10","ActiveCustomer","0","0","0"
"Indore","MP-INDB-10","TotalOrder","0","0","0"
"Indore","MP-INDB-10","AOV","0","0","0"
"Indore","MP-INDB-10","MonthlyReliance","0","0","0"
"Indore","MP-INDB-10","Sales","0","0","0"
"Indore","MP-INDB-10","Delivered","0","0","0"
"Indore","MP-INDB-10","Del % ","0","0","0"
"Indore","MP-INDB-10","Gm % ","0","0","0"
"Indore","MP-INDB-10","DeliveryCost","0","0","0"
"Indore","MP-INDB-10","DeliveryCost % ","0","0","0"
"Indore","MP-INDB-10","CM 1 % ","0","0","0"
"Indore","MP-INDB-10","Ops exp","0","0","0"
"Indore","MP-INDB-10","Ops exp % ","0","0","0"
"Indore","MP-INDB-10","Opsmargin % ","0","0","0"
"Indore","MP-INDB-16","totalCustomer","37","37","37"
"Indore","MP-INDB-16","ActiveCustomer","7","11","1"
"Indore","MP-INDB-16","TotalOrder","93","68","66"
"Indore","MP-INDB-16","AOV","3635.01754301075","2771.04970588235","1055.41060606061"
"Indore","MP-INDB-16","MonthlyReliance","48293.8045","17130.1254545455","69657.1"
"Indore","MP-INDB-16","Sales","338056.6315","188431.38","69657.1"
"Indore","MP-INDB-16","Delivered","111319.2354","31264.552","11037.5"
"Indore","MP-INDB-16","Del % ","0.329291677864926","0.165920092502639","0.158454773454537"
"Indore","MP-INDB-16","GrossMargin","-371439.074960784","-103312.46117647","-112987.649019608"
"Indore","MP-INDB-16","Gm % ","-2.99741695562222E-05","-0.000105693502007975","-0.000927447935940472"
"Indore","MP-INDB-16","DeliveryCost","0","0","0"
"Indore","MP-INDB-16","DeliveryCost % ","0","0","0"
"Indore","MP-INDB-16","CM 1","-371439.074960784","-103312.46117647","-112987.649019608"
"Indore","MP-INDB-16","CM 1 % ","-3.33670163674861","-3.30445998959045","-10.236706592943"
"Indore","MP-INDB-16","Ops exp","0","0","0"
"Indore","MP-INDB-16","Ops exp % ","0","0","0"
"Indore","MP-INDB-16","Opsmargin","-371439.074960784","-103312.46117647","-112987.649019608"
"Indore","MP-INDB-16","Opsmargin % ","-3.33670163674861","-3.30445998959045","-10.236706592943"
"Indore","MP-INDB-2","totalCustomer","16213","16213","16213"
"Indore","MP-INDB-2","ActiveCustomer","87","19","39"
"Indore","MP-INDB-2","TotalOrder","561","163","240"
"Indore","MP-INDB-2","AOV","6157.27454561497","4462.99119723926","3745.31695333333"
"Indore","MP-INDB-2","MonthlyReliance","39703.8048286207","38287.7665868421","23048.1043282051"
"Indore","MP-INDB-2","Sales","3454231.02009","727467.56515","898876.0688"
"Indore","MP-INDB-2","Delivered","133035.5257","220999.0036","191998.0249"
"Indore","MP-INDB-2","Del % ","0.0385137892996322","0.303792243375732","0.213597882471515"
"Indore","MP-INDB-2","GrossMargin","2625.57754968872","55.7825474022161","2687.75143137256"
"Indore","MP-INDB-2","Gm % ","1.48350696629298E-07","1.14213571400466E-09","7.2911423879986E-08"
"Indore","MP-INDB-2","DeliveryCost","0","0","0"
"Indore","MP-INDB-2","DeliveryCost % ","0","0","0"
"Indore","MP-INDB-2","CM 1","2625.57754968872","55.7825474022161","2687.75143137256"
"Indore","MP-INDB-2","CM 1 % ","0.0197359129140399","0.000252410854771004","0.013998849377604"
"Indore","MP-INDB-2","Ops exp","0","0","0"
"Indore","MP-INDB-2","Ops exp % ","0","0","0"
"Indore","MP-INDB-2","Opsmargin","2625.57754968872","55.7825474022161","2687.75143137256"
"Indore","MP-INDB-2","Opsmargin % ","0.0197359129140399","0.000252410854771004","0.013998849377604"
"Bhopal","MP-BPL-1","totalCustomer","29","29","29"
"Bhopal","MP-BPL-1","ActiveCustomer","5","1","0"
"Bhopal","MP-BPL-1","TotalOrder","9","2","0"
"Bhopal","MP-BPL-1","AOV","15806.6152222222","1533.652","0"
"Bhopal","MP-BPL-1","MonthlyReliance","28451.9074","3067.304","0"
"Bhopal","MP-BPL-1","Sales","142259.537","3067.304","0"
"Bhopal","MP-BPL-1","Delivered","5090.476","0","0"
"Bhopal","MP-BPL-1","Del % ","0.0357830210005534","0","0"
"Bhopal","MP-BPL-1","GrossMargin","111.530901960784","0","0"
"Bhopal","MP-BPL-1","Gm % ","4.30406108062306E-06","0","0"
"Bhopal","MP-BPL-1","DeliveryCost","0","0","0"
"Bhopal","MP-BPL-1","DeliveryCost % ","0","0","0"
"Bhopal","MP-BPL-1","CM 1","111.530901960784","0","0"
"Bhopal","MP-BPL-1","CM 1 % ","0.0219097196334458","0","0"
"Bhopal","MP-BPL-1","Ops exp","0","0","0"
"Bhopal","MP-BPL-1","Ops exp % ","0","0","0"
"Bhopal","MP-BPL-1","Opsmargin","111.530901960784","0","0"
"Bhopal","MP-BPL-1","Opsmargin % ","0.0219097196334458","0","0"
"Bhopal","MP-BPL-2","totalCustomer","8","8","8"
"Bhopal","MP-BPL-2","ActiveCustomer","0","0","0"
"Bhopal","MP-BPL-2","TotalOrder","0","0","0"
"Bhopal","MP-BPL-2","AOV","0","0","0"
"Bhopal","MP-BPL-2","MonthlyReliance","0","0","0"
"Bhopal","MP-BPL-2","Sales","0","0","0"
"Bhopal","MP-BPL-2","Delivered","0","0","0"
"Bhopal","MP-BPL-2","Del % ","0","0","0"
"Bhopal","MP-BPL-2","GrossMargin","12976.9607843137","0","0"
"Bhopal","MP-BPL-2","Gm % ","0","0","0"
"Bhopal","MP-BPL-2","DeliveryCost","0","0","0"
"Bhopal","MP-BPL-2","DeliveryCost % ","0","0","0"
"Bhopal","MP-BPL-2","CM 1","12976.9607843137","0","0"
"Bhopal","MP-BPL-2","CM 1 % ","0","0","0"
"Bhopal","MP-BPL-2","Ops exp","0","0","0"
"Bhopal","MP-BPL-2","Ops exp % ","0","0","0"
"Bhopal","MP-BPL-2","Opsmargin","12976.9607843137","0","0"
"Bhopal","MP-BPL-2","Opsmargin % ","0","0","0"
"Jaipur","RJ-JPR-1","totalCustomer","46","46","46"
"Jaipur","RJ-JPR-1","ActiveCustomer","1","1","2"
"Jaipur","RJ-JPR-1","TotalOrder","2","1","2"
"Jaipur","RJ-JPR-1","AOV","1743.445","314.0928","625.4"
"Jaipur","RJ-JPR-1","MonthlyReliance","3486.89","314.0928","625.4"
"Jaipur","RJ-JPR-1","Sales","3486.89","314.0928","1250.8"
"Jaipur","RJ-JPR-1","Delivered","0","0","170.8"
"Jaipur","RJ-JPR-1","Del % ","0","0","0.136552606331948"
"Jaipur","RJ-JPR-1","GrossMargin","0","0","0"
"Jaipur","RJ-JPR-1","Gm % ","0","0","0"
"Jaipur","RJ-JPR-1","DeliveryCost","0","0","0"
"Jaipur","RJ-JPR-1","DeliveryCost % ","0","0","0"
"Jaipur","RJ-JPR-1","CM 1","0","0","0"
"Jaipur","RJ-JPR-1","CM 1 % ","0","0","0"
"Jaipur","RJ-JPR-1","Ops exp","0","0","0"
"Jaipur","RJ-JPR-1","Ops exp % ","0","0","0"
"Jaipur","RJ-JPR-1","Opsmargin","0","0","0"
"Jaipur","RJ-JPR-1","Opsmargin % ","0","0","0"
"Jaipur","RJ-JPR-11","Del % ","0","0","0"
"Jaipur","RJ-JPR-11","DeliveryCost","0","0","0"
"Jaipur","RJ-JPR-11","DeliveryCost % ","0","0","0"
"Jaipur","RJ-JPR-11","CM 1 % ","0","0","0"
"Jaipur","RJ-JPR-11","Ops exp","0","0","0"
"Jaipur","RJ-JPR-11","Ops exp % ","0","0","0"
"Jaipur","RJ-JPR-11","Opsmargin % ","0","0","0"
"Jaipur","RJ-JPR-12","Del % ","0","0","0"
"Jaipur","RJ-JPR-12","DeliveryCost","0","0","0"
"Jaipur","RJ-JPR-12","DeliveryCost % ","0","0","0"
"Jaipur","RJ-JPR-12","CM 1 % ","0","0","0"
"Jaipur","RJ-JPR-12","Ops exp","0","0","0"
"Jaipur","RJ-JPR-12","Ops exp % ","0","0","0"
"Jaipur","RJ-JPR-12","Opsmargin % ","0","0","0"
"Jaipur","RJ-JPR-13-Automation","totalCustomer","1","1","1"
"Jaipur","RJ-JPR-13-Automation","ActiveCustomer","0","0","0"
"Jaipur","RJ-JPR-13-Automation","TotalOrder","0","0","0"
"Jaipur","RJ-JPR-13-Automation","AOV","0","0","0"
"Jaipur","RJ-JPR-13-Automation","MonthlyReliance","0","0","0"
"Jaipur","RJ-JPR-13-Automation","Sales","0","0","0"
"Jaipur","RJ-JPR-13-Automation","Delivered","0","0","0"
"Jaipur","RJ-JPR-13-Automation","Del % ","0","0","0"
"Jaipur","RJ-JPR-13-Automation","Gm % ","0","0","0"
"Jaipur","RJ-JPR-13-Automation","DeliveryCost","0","0","0"
"Jaipur","RJ-JPR-13-Automation","DeliveryCost % ","0","0","0"
"Jaipur","RJ-JPR-13-Automation","CM 1 % ","0","0","0"
"Jaipur","RJ-JPR-13-Automation","Ops exp","0","0","0"
"Jaipur","RJ-JPR-13-Automation","Ops exp % ","0","0","0"
"Jaipur","RJ-JPR-13-Automation","Opsmargin % ","0","0","0"
"Jaipur","RJ-JPR-3","totalCustomer","9","9","9"
"Jaipur","RJ-JPR-3","ActiveCustomer","1","0","0"
"Jaipur","RJ-JPR-3","TotalOrder","2","0","0"
"Jaipur","RJ-JPR-3","AOV","1443.603","0","0"
"Jaipur","RJ-JPR-3","MonthlyReliance","2887.206","0","0"
"Jaipur","RJ-JPR-3","Sales","2887.206","0","0"
"Jaipur","RJ-JPR-3","Delivered","14130.548","0","1443.603"
"Jaipur","RJ-JPR-3","Del % ","4.89419459505141","0","0"
"Jaipur","RJ-JPR-3","GrossMargin","405.351921568163","0","28.3059411764707"
"Jaipur","RJ-JPR-3","Gm % ","2.03008502129123E-06","0","1.35825730046661E-05"
"Jaipur","RJ-JPR-3","DeliveryCost","0","0","0"
"Jaipur","RJ-JPR-3","DeliveryCost % ","0","0","0"
"Jaipur","RJ-JPR-3","CM 1","405.351921568163","0","28.3059411764707"
"Jaipur","RJ-JPR-3","CM 1 % ","0.0286862138374367","0","0.019607843137255"
"Jaipur","RJ-JPR-3","Ops exp","0","0","0"
"Jaipur","RJ-JPR-3","Ops exp % ","0","0","0"
"Jaipur","RJ-JPR-3","Opsmargin","405.351921568163","0","28.3059411764707"
"Jaipur","RJ-JPR-3","Opsmargin % ","0.0286862138374367","0","0.019607843137255"
"Meerut","UP-MRT-1","totalCustomer","116","116","116"
"Meerut","UP-MRT-1","ActiveCustomer","0","0","0"
"Meerut","UP-MRT-1","TotalOrder","0","0","0"
"Meerut","UP-MRT-1","AOV","0","0","0"
"Meerut","UP-MRT-1","MonthlyReliance","0","0","0"
"Meerut","UP-MRT-1","Sales","0","0","0"
"Meerut","UP-MRT-1","Delivered","0","0","0"
"Meerut","UP-MRT-1","Del % ","0","0","0"
"Meerut","UP-MRT-1","GrossMargin","","0",""
"Meerut","UP-MRT-1","Gm % ","0","0","0"
"Meerut","UP-MRT-1","Gm % ","0","0","0"
"Meerut","UP-MRT-1","DeliveryCost","0","","0"
"Meerut","UP-MRT-1","DeliveryCost","","0",""
"Meerut","UP-MRT-1","DeliveryCost % ","0","0","0"
"Meerut","UP-MRT-1","DeliveryCost % ","0","0","0"
"Meerut","UP-MRT-1","CM 1 % ","0","0","0"
"Meerut","UP-MRT-1","Ops exp","0","","0"
"Meerut","UP-MRT-1","CM 1","","0",""
"Meerut","UP-MRT-1","CM 1 % ","0","0","0"
"Meerut","UP-MRT-1","Ops exp % ","0","0","0"
"Meerut","UP-MRT-1","Opsmargin % ","0","0","0"
"Meerut","UP-MRT-1","Ops exp","","0",""
"Meerut","UP-MRT-1","Ops exp % ","0","0","0"
"Meerut","UP-MRT-1","Opsmargin","","0",""
"Meerut","UP-MRT-1","Opsmargin % ","0","0","0"
"Meerut","UP-MRT-2","totalCustomer","1","1","1"
"Meerut","UP-MRT-2","ActiveCustomer","0","0","0"
"Meerut","UP-MRT-2","TotalOrder","0","0","0"
"Meerut","UP-MRT-2","AOV","0","0","0"
"Meerut","UP-MRT-2","MonthlyReliance","0","0","0"
"Meerut","UP-MRT-2","Sales","0","0","0"
"Meerut","UP-MRT-2","Delivered","0","0","0"
"Meerut","UP-MRT-2","Del % ","0","0","0"
"Meerut","UP-MRT-2","Gm % ","0","0","0"
"Meerut","UP-MRT-2","DeliveryCost","0","0","0"
"Meerut","UP-MRT-2","DeliveryCost % ","0","0","0"
"Meerut","UP-MRT-2","CM 1 % ","0","0","0"
"Meerut","UP-MRT-2","Ops exp","0","0","0"
"Meerut","UP-MRT-2","Ops exp % ","0","0","0"
"Meerut","UP-MRT-2","Opsmargin % ","0","0","0"
"Surat","GJ-SRT-1","totalCustomer","22","22","22"
"Surat","GJ-SRT-1","ActiveCustomer","0","0","0"
"Surat","GJ-SRT-1","TotalOrder","0","0","0"
"Surat","GJ-SRT-1","AOV","0","0","0"
"Surat","GJ-SRT-1","MonthlyReliance","0","0","0"
"Surat","GJ-SRT-1","Sales","0","0","0"
"Surat","GJ-SRT-1","Delivered","0","0","0"
"Surat","GJ-SRT-1","Del % ","0","0","0"
"Surat","GJ-SRT-1","GrossMargin","","","0"
"Surat","GJ-SRT-1","Gm % ","0","0","0"
"Surat","GJ-SRT-1","Gm % ","0","0","0"
"Surat","GJ-SRT-1","DeliveryCost","0","0",""
"Surat","GJ-SRT-1","DeliveryCost","","","0"
"Surat","GJ-SRT-1","DeliveryCost % ","0","0","0"
"Surat","GJ-SRT-1","DeliveryCost % ","0","0","0"
"Surat","GJ-SRT-1","CM 1 % ","0","0","0"
"Surat","GJ-SRT-1","CM 1","","","0"
"Surat","GJ-SRT-1","Ops exp","0","0",""
"Surat","GJ-SRT-1","Ops exp % ","0","0","0"
"Surat","GJ-SRT-1","CM 1 % ","0","0","0"
"Surat","GJ-SRT-1","Ops exp","","","0"
"Surat","GJ-SRT-1","Opsmargin % ","0","0","0"
"Surat","GJ-SRT-1","Ops exp % ","0","0","0"
"Surat","GJ-SRT-1","Opsmargin","","","0"
"Surat","GJ-SRT-1","Opsmargin % ","0","0","0"
"lucknow","UP-LNW-1","totalCustomer","118","118","118"
"lucknow","UP-LNW-1","ActiveCustomer","2","6","7"
"lucknow","UP-LNW-1","TotalOrder","32","10","15"
"lucknow","UP-LNW-1","AOV","53655.266625","35109.7084","25909.1741333333"
"lucknow","UP-LNW-1","MonthlyReliance","858484.266","58516.1806666667","55519.6588571429"
"lucknow","UP-LNW-1","Sales","1716968.532","351097.084","388637.612"
"lucknow","UP-LNW-1","Delivered","1716968.532","290335.084","360295.412"
"lucknow","UP-LNW-1","Del % ","1","0.82693675689998","0.927072936008057"
"lucknow","UP-LNW-1","GrossMargin","38304.776117647","21541.566745098","7479.9080784314"
"lucknow","UP-LNW-1","Gm % ","1.29935630178223E-08","2.55551390793864E-07","5.76207354409572E-08"
"lucknow","UP-LNW-1","DeliveryCost","0","0","0"
"lucknow","UP-LNW-1","DeliveryCost % ","0","0","0"
"lucknow","UP-LNW-1","CM 1","38304.776117647","21541.566745098","7479.9080784314"
"lucknow","UP-LNW-1","CM 1 % ","0.0223095388201599","0.0741955345124534","0.0207604866154427"
"lucknow","UP-LNW-1","Ops exp","0","0","0"
"lucknow","UP-LNW-1","Ops exp % ","0","0","0"
"lucknow","UP-LNW-1","Opsmargin","38304.776117647","21541.566745098","7479.9080784314"
"lucknow","UP-LNW-1","Opsmargin % ","0.0223095388201599","0.0741955345124534","0.0207604866154427"
"lucknow","UP-LNW-2","totalCustomer","1","1","1"
"lucknow","UP-LNW-2","ActiveCustomer","0","0","0"
"lucknow","UP-LNW-2","TotalOrder","0","0","0"
"lucknow","UP-LNW-2","AOV","0","0","0"
"lucknow","UP-LNW-2","MonthlyReliance","0","0","0"
"lucknow","UP-LNW-2","Sales","0","0","0"
"lucknow","UP-LNW-2","Delivered","0","0","0"
"lucknow","UP-LNW-2","Del % ","0","0","0"
"lucknow","UP-LNW-2","Gm % ","0","0","0"
"lucknow","UP-LNW-2","DeliveryCost","0","0","0"
"lucknow","UP-LNW-2","DeliveryCost % ","0","0","0"
"lucknow","UP-LNW-2","CM 1 % ","0","0","0"
"lucknow","UP-LNW-2","Ops exp","0","0","0"
"lucknow","UP-LNW-2","Ops exp % ","0","0","0"
"lucknow","UP-LNW-2","Opsmargin % ","0","0","0"
"lucknow","UP-LNW-3","totalCustomer","2","2","2"
"lucknow","UP-LNW-3","ActiveCustomer","0","2","0"
"lucknow","UP-LNW-3","TotalOrder","0","2","0"
"lucknow","UP-LNW-3","AOV","0","62244","0"
"lucknow","UP-LNW-3","MonthlyReliance","0","62244","0"
"lucknow","UP-LNW-3","Sales","0","124488","0"
"lucknow","UP-LNW-3","Delivered","0","124488","0"
"lucknow","UP-LNW-3","Del % ","0","1","0"
"lucknow","UP-LNW-3","GrossMargin","0","19068","0"
"lucknow","UP-LNW-3","Gm % ","0","1.23041088308508E-06","0"
"lucknow","UP-LNW-3","DeliveryCost","0","0","0"
"lucknow","UP-LNW-3","DeliveryCost % ","0","0","0"
"lucknow","UP-LNW-3","CM 1","0","19068","0"
"lucknow","UP-LNW-3","CM 1 % ","0","0.153171390013495","0"
"lucknow","UP-LNW-3","Ops exp","0","0","0"
"lucknow","UP-LNW-3","Ops exp % ","0","0","0"
"lucknow","UP-LNW-3","Opsmargin","0","19068","0"
"lucknow","UP-LNW-3","Opsmargin % ","0","0.153171390013495","0"
"Ahmedabad","GJ-AMD-1","totalCustomer","18","18","18"
"Ahmedabad","GJ-AMD-1","ActiveCustomer","0","0","0"
"Ahmedabad","GJ-AMD-1","TotalOrder","0","0","0"
"Ahmedabad","GJ-AMD-1","AOV","0","0","0"
"Ahmedabad","GJ-AMD-1","MonthlyReliance","0","0","0"
"Ahmedabad","GJ-AMD-1","Sales","0","0","0"
"Ahmedabad","GJ-AMD-1","Delivered","0","0","0"
"Ahmedabad","GJ-AMD-1","Del % ","0","0","0"
"Ahmedabad","GJ-AMD-1","Gm % ","0","0","0"
"Ahmedabad","GJ-AMD-1","DeliveryCost","0","0","0"
"Ahmedabad","GJ-AMD-1","DeliveryCost % ","0","0","0"
"Ahmedabad","GJ-AMD-1","CM 1 % ","0","0","0"
"Ahmedabad","GJ-AMD-1","Ops exp","0","0","0"
"Ahmedabad","GJ-AMD-1","Ops exp % ","0","0","0"
"Ahmedabad","GJ-AMD-1","Opsmargin % ","0","0","0"
"Ahmedabad","GJ-AMD-2","totalCustomer","1","1","1"
"Ahmedabad","GJ-AMD-2","ActiveCustomer","0","0","0"
"Ahmedabad","GJ-AMD-2","TotalOrder","0","0","0"
"Ahmedabad","GJ-AMD-2","AOV","0","0","0"
"Ahmedabad","GJ-AMD-2","MonthlyReliance","0","0","0"
"Ahmedabad","GJ-AMD-2","Sales","0","0","0"
"Ahmedabad","GJ-AMD-2","Delivered","0","0","0"
"Ahmedabad","GJ-AMD-2","Del % ","0","0","0"
"Ahmedabad","GJ-AMD-2","Gm % ","0","0","0"
"Ahmedabad","GJ-AMD-2","DeliveryCost","0","0","0"
"Ahmedabad","GJ-AMD-2","DeliveryCost % ","0","0","0"
"Ahmedabad","GJ-AMD-2","CM 1 % ","0","0","0"
"Ahmedabad","GJ-AMD-2","Ops exp","0","0","0"
"Ahmedabad","GJ-AMD-2","Ops exp % ","0","0","0"
"Ahmedabad","GJ-AMD-2","Opsmargin % ","0","0","0"
"Ahemdabad","GJ-AMD-3","Del % ","0","0","0"
"Ahemdabad","GJ-AMD-3","DeliveryCost","0","0","0"
"Ahemdabad","GJ-AMD-3","DeliveryCost % ","0","0","0"
"Ahemdabad","GJ-AMD-3","CM 1 % ","0","0","0"
"Ahemdabad","GJ-AMD-3","Ops exp","0","0","0"
"Ahemdabad","GJ-AMD-3","Ops exp % ","0","0","0"
"Ahemdabad","GJ-AMD-3","Opsmargin % ","0","0","0"
"Agra","UP-AGRA-1","totalCustomer","7","7","7"
"Agra","UP-AGRA-1","ActiveCustomer","0","0","2"
"Agra","UP-AGRA-1","TotalOrder","0","0","7"
"Agra","UP-AGRA-1","AOV","0","0","30461.8114285714"
"Agra","UP-AGRA-1","MonthlyReliance","0","0","106616.34"
"Agra","UP-AGRA-1","Sales","0","0","213232.68"
"Agra","UP-AGRA-1","Delivered","0","0","212625"
"Agra","UP-AGRA-1","Del % ","0","0","0.997150155407698"
"Agra","UP-AGRA-1","GrossMargin","0","0","4169.11764705883"
"Agra","UP-AGRA-1","Gm % ","0","0","9.22179571417044E-08"
"Agra","UP-AGRA-1","DeliveryCost","0","0","0"
"Agra","UP-AGRA-1","DeliveryCost % ","0","0","0"
"Agra","UP-AGRA-1","CM 1","0","0","4169.11764705883"
"Agra","UP-AGRA-1","CM 1 % ","0","0","0.0196078431372549"
"Agra","UP-AGRA-1","Ops exp","0","0","0"
"Agra","UP-AGRA-1","Ops exp % ","0","0","0"
"Agra","UP-AGRA-1","Opsmargin","0","0","4169.11764705883"
"Agra","UP-AGRA-1","Opsmargin % ","0","0","0.0196078431372549"
"Agra","UP-AGRA-2","totalCustomer","1","1","1"
"Agra","UP-AGRA-2","ActiveCustomer","0","0","0"
"Agra","UP-AGRA-2","TotalOrder","0","0","0"
"Agra","UP-AGRA-2","AOV","0","0","0"
"Agra","UP-AGRA-2","MonthlyReliance","0","0","0"
"Agra","UP-AGRA-2","Sales","0","0","0"
"Agra","UP-AGRA-2","Delivered","0","0","0"
"Agra","UP-AGRA-2","Del % ","0","0","0"
"Agra","UP-AGRA-2","GrossMargin","0","0","0"
"Agra","UP-AGRA-2","Gm % ","0","0","0"
"Agra","UP-AGRA-2","DeliveryCost","0","0","0"
"Agra","UP-AGRA-2","DeliveryCost % ","0","0","0"
"Agra","UP-AGRA-2","CM 1","0","0","0"
"Agra","UP-AGRA-2","CM 1 % ","0","0","0"
"Agra","UP-AGRA-2","Ops exp","0","0","0"
"Agra","UP-AGRA-2","Ops exp % ","0","0","0"
"Agra","UP-AGRA-2","Opsmargin","0","0","0"
"Agra","UP-AGRA-2","Opsmargin % ","0","0","0"
"KANPUR","UP-KANPUR-4","Del % ","0","0","0"
"KANPUR","UP-KANPUR-4","DeliveryCost","0","0","0"
"KANPUR","UP-KANPUR-4","DeliveryCost % ","0","0","0"
"KANPUR","UP-KANPUR-4","CM 1 % ","0","0","0"
"KANPUR","UP-KANPUR-4","Ops exp","0","0","0"
"KANPUR","UP-KANPUR-4","Ops exp % ","0","0","0"
"KANPUR","UP-KANPUR-4","Opsmargin % ","0","0","0"
"Varanasi","UP-ABCD-1","Del % ","0","0","0"
"Varanasi","UP-ABCD-1","DeliveryCost","0","0","0"
"Varanasi","UP-ABCD-1","DeliveryCost % ","0","0","0"
"Varanasi","UP-ABCD-1","CM 1 % ","0","0","0"
"Varanasi","UP-ABCD-1","Ops exp","0","0","0"
"Varanasi","UP-ABCD-1","Ops exp % ","0","0","0"
"Varanasi","UP-ABCD-1","Opsmargin % ","0","0","0"
"Prayagraj","UP-PRAG-1","Del % ","0","0","0"
"Prayagraj","UP-PRAG-1","DeliveryCost","0","0","0"
"Prayagraj","UP-PRAG-1","DeliveryCost % ","0","0","0"
"Prayagraj","UP-PRAG-1","CM 1 % ","0","0","0"
"Prayagraj","UP-PRAG-1","Ops exp","0","0","0"
"Prayagraj","UP-PRAG-1","Ops exp % ","0","0","0"
"Prayagraj","UP-PRAG-1","Opsmargin % ","0","0","0"
"Gwalior","MP-GWL-1","Del % ","0","0","0"
"Gwalior","MP-GWL-1","DeliveryCost","0","0","0"
"Gwalior","MP-GWL-1","DeliveryCost % ","0","0","0"
"Gwalior","MP-GWL-1","CM 1 % ","0","0","0"
"Gwalior","MP-GWL-1","Ops exp","0","0","0"
"Gwalior","MP-GWL-1","Ops exp % ","0","0","0"
"Gwalior","MP-GWL-1","Opsmargin % ","0","0","0"
"IndoreA","MP-INDBA-1","Del % ","0","0","0"
"IndoreA","MP-INDBA-1","DeliveryCost","0","0","0"
"IndoreA","MP-INDBA-1","DeliveryCost % ","0","0","0"
"IndoreA","MP-INDBA-1","CM 1 % ","0","0","0"
"IndoreA","MP-INDBA-1","Ops exp","0","0","0"
"IndoreA","MP-INDBA-1","Ops exp % ","0","0","0"
"IndoreA","MP-INDBA-1","Opsmargin % ","0","0","0"
"IndoreA","MP-INDBA-2","totalCustomer","2","2","2"
"IndoreA","MP-INDBA-2","ActiveCustomer","0","0","0"
"IndoreA","MP-INDBA-2","TotalOrder","0","0","0"
"IndoreA","MP-INDBA-2","AOV","0","0","0"
"IndoreA","MP-INDBA-2","MonthlyReliance","0","0","0"
"IndoreA","MP-INDBA-2","Sales","0","0","0"
"IndoreA","MP-INDBA-2","Delivered","0","0","0"
"IndoreA","MP-INDBA-2","Del % ","0","0","0"
"IndoreA","MP-INDBA-2","Gm % ","0","0","0"
"IndoreA","MP-INDBA-2","DeliveryCost","0","0","0"
"IndoreA","MP-INDBA-2","DeliveryCost % ","0","0","0"
"IndoreA","MP-INDBA-2","CM 1 % ","0","0","0"
"IndoreA","MP-INDBA-2","Ops exp","0","0","0"
"IndoreA","MP-INDBA-2","Ops exp % ","0","0","0"
